GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
BACE2	0.002	0.002	0.000	0.000	-	-	0.00534173200966796	0.011	0.011	0.000	0.000
ESR2	0.002	0.002	0.000	0.000	-	-	0.00532052829531066	0.011	0.011	0.000	0.000
CDIPT	0.002	0.002	0.000	0.000	-	-	0.00530422641646854	0.004	0.002	0.000	0.002
NRXN2	0.002	0.002	0.000	0.000	-	-	0.0052574688974983	0.046	0.046	0.000	0.000
AQP4	0.002	0.000	0.000	0.002	-	-	0.00523889259649604	0.013	0.004	0.000	0.009
TRPM2	0.002	0.002	0.000	0.000	-	-	0.00520499238453706	0.049	0.049	0.000	0.000
RXRB	0.002	0.002	0.000	0.000	-	-	0.00518164932222487	0.007	0.007	0.000	0.000
GRM2	0.002	0.002	0.000	0.000	-	-	0.00517565543956035	0.009	0.009	0.000	0.000
CDC23	0.002	0.002	0.000	0.000	-	-	0.00514302862318597	0.004	0.004	0.000	0.000
ARNTL	0.002	0.000	0.000	0.002	-	-	0.00514035776674077	0.009	0.002	0.004	0.002
STRAP	0.002	0.000	0.002	0.000	-	-	0.0051190250064456	0.009	0.002	0.002	0.004
MLLT3	0.002	0.000	0.002	0.000	CC	PC	0.00501961691000604	0.033	0.020	0.013	0.000
NCK2	0.002	0.002	0.000	0.000	-	-	0.00495988393445885	0.015	0.013	0.000	0.002
UBE2N	0.002	0.002	0.000	0.000	-	-	0.00493360115794644	0.004	0.004	0.000	0.000
NUMA1	0.002	0.002	0.000	0.000	CC	PC	0.00491842260214276	0.051	0.049	0.000	0.002
MYH1	0.002	0.002	0.000	0.000	-	-	0.00485299845050889	0.115	0.115	0.000	0.000
NOTCH2NL	0.002	0.000	0.000	0.002	-	-	0.00484184875377482	0.013	0.009	0.000	0.004
RHOT1	0.002	0.002	0.000	0.000	-	-	0.00474605677265985	0.007	0.007	0.000	0.000
SMARCD1	0.002	0.002	0.000	0.000	-	-	0.00468689511285759	0.015	0.013	0.000	0.002
GFI1	0.002	0.002	0.000	0.000	-	-	0.00463028597284633	0.009	0.007	0.000	0.002
CRADD	0.002	0.002	0.000	0.000	-	-	0.00457924211177438	0.004	0.004	0.000	0.000
TFR2	0.002	0.002	0.000	0.000	-	-	0.00456284227174635	0.020	0.013	0.000	0.007
ATF6	0.002	0.002	0.000	0.000	-	-	0.00444767466002438	0.027	0.022	0.000	0.004
EPHB3	0.002	0.002	0.000	0.000	-	-	0.0044316356891021	0.024	0.020	0.000	0.004
IFI16	0.002	0.002	0.000	0.000	-	-	0.00438682554371914	0.035	0.031	0.000	0.004
PRSS3	0.002	0.000	0.000	0.002	-	-	0.00438352124602945	0.004	0.002	0.000	0.002
FERMT2	0.002	0.002	0.000	0.000	-	-	0.00437825545752004	0.011	0.009	0.000	0.002
CTTNBP2	0.002	0.002	0.000	0.000	-	-	0.00437566575432808	0.051	0.051	0.000	0.002
RPA1	0.002	0.002	0.000	0.000	-	-	0.00432616220208861	0.015	0.015	0.000	0.000
CETP	0.002	0.002	0.000	0.000	-	-	0.0043228106853335	0.011	0.011	0.000	0.000
PKP3	0.002	0.002	0.000	0.000	-	-	0.00429329003137239	0.009	0.004	0.004	0.000
RHOG	0.002	0.002	0.000	0.000	-	-	0.0042755886013567	0.011	0.007	0.004	0.000
RIT2	0.002	0.002	0.000	0.000	-	-	0.00425649141817378	0.027	0.020	0.002	0.004
NCAM1	0.002	0.002	0.000	0.000	-	-	0.00401152258821075	0.066	0.066	0.000	0.000
EXO1	0.002	0.000	0.000	0.002	-	-	0.00389783159119449	0.031	0.027	0.000	0.004
IL6R	0.002	0.002	0.000	0.000	-	-	0.00385959241895093	0.020	0.013	0.000	0.007
ERCC2	0.002	0.002	0.000	0.000	CC	PC	0.00383659113492865	0.011	0.009	0.000	0.002
CHUK	0.002	0.002	0.000	0.000	-	-	0.00381796520792881	0.007	0.007	0.000	0.000
WAS	0.002	0.002	0.000	0.000	CC	-	0.00377499721603372	0.020	0.013	0.000	0.007
PRKRIR	0.002	0.002	0.000	0.000	-	-	0.00366434458092832	0.013	0.011	0.000	0.002
ARID1B	0.002	0.002	0.000	0.000	-	-	0.00364893298227885	0.062	0.060	0.002	0.000
